content,score
"Banyak bnget bug,hero efek skill bnyak yg hilang,masa change ulti binyangnya gk kliatan,skill 1 juga gk keliatan,makin ancur game ini,yang di cari cuma cuan,tpi kenyaman player di abaikan",4
Suka bnget,5
"Chat ""dek"" di mute chat ""tot"" pun di mute chat ""mati"" di mute chat sopan berkali kali dapet peringatan, pdahal gk ada 1 pun kata kasar dan masih banyak lg kata kata yg tidak menghina dan tidak buruk tapi jadi bahan mute. Sistem kredit skor dan hukuman gk adil, pemulihan kredit skor giliran ada jatah pemulihan 6/12 on 1 jam maen rank clasik mc 1 pun kredit skor gk ad yg naek, Ribuan kesalahan monton player yg kena hukuman. Makin parah. Cheatnya tu masih meraja lela.",1
tidak masuk akal dalam keseimbangan tim,1
Habis top up akun malah hilang...,5
"Mohon maaf min, ini saya beru pertama kalinya liat yu Zhong sakitnya minta ampun, tolong min demage nya di kurangi, soalnya sekali kena skil 1 nya aja udh sakit bngt, padahal baru awal² mulai",1
Game totol Yang main ditipu sama game tolol ini Mendig main van glory,1
Mantap,5
Guy,5
Bqgus,1
"dear montoon emang mengucapkan kata alhamdulilah berkata kasar kah???ga jelas ni game salah kah seorang player muslim mengucapkan kata alhamdulilah,menurut gua ga adil ni !!dah lah langsung hapus ni apklikasi ml,tobat maen ml...",1
Gassssssss,5
Bgus,5
Mantap,5
Ok gas ok gas tambah dua ok gas,5
Mantap,5
Semoga makin bagus lagi ke depan nya,5
Bad,5
"Memberi tim tidak simbang, masa tiap main harus neggendonk mulu kabener ath lakh araneh, ambeh t naek kitu, ripuh nyao stres lila lila makh ,lain terhibur kalahka jadi stres pan kudu ambeh t stres lain ieu makh nambah strezz. Mhon di perbaiki...!!!",2
"Saya sudah main games ML ini sudah lama jaman'nya Hero favorit saya Akai sampe sekarang ,, pas udah banyak keluar Hero sama skin update maupun di PC , Android kenapa jaringan selalu tidak setabil padahal jaringan selalu naik ?? Tolong di perbaiki lagi masalah jaringan 🙏 terima kasih",5
Game terbaik,5
Saya puas sekali,5
Game dark system' game rusak ayam,1
Ok mantap,5
pucek,1
Bagus,5
deedhhgf,3
Semakin Oke,5
"INI GAME NGGAK SEPERTI DULU YANG LANCAR JAYA, SEMAKIN DI UPDATE SEMAKIN BANYAK MASALAH KONEKSI JARINGAN,LEG,DRAFT PICK LEMOT,ERROR, (padahal hp sudah bagus) TOLONG MOONTON KAMI SEBAGAI PLAYER MLBB SUDAH BERTAHUN-TAHUN MAIN GAME INI, TOLONG DIPERBAIKI LAGI SISTEM GAMENYA, SEMAKIN LAMA KAMI TIDAK NYAMAN DENGAN GAME INI SAYA MEWAKILI SEMUA PLAYER MLBB‼️",5
min ko ga bisa balik ke akun gede ya.selalu ada tulisa koneksi gagal coba lagi. kalo dah bisa balik lagi gw rating 5 lg,5
sumpah game apaan sih sinyal bagus tapi suka delay padahal sinyal ijo aneh banget sumpah👎🏻👎🏻,1
Hayu ah,5
👍 sangat mantap,5
Game nya sudah bagus gak kayak dulu,5
Kontollll musuhnya gak imbang lostrik terus tidak bagus,1
Saya sangat menyukainya,5
Kurangi ngebug ya,4
Minta tolong kadang ada jaringan yg jump bgt pdhl aman sebenernya,2
POKOKE BINTANG 1 SUSAH NAIK RENK,1
"Bagus sih tapi,tolong kasi tim yg bagus ad yg goldlane trs ad yg ma goldlane juga tolong yah , diperbaiki",5
Mantap,5
good,5
Okeh lah,5
Jarang maen Banyak bocil di ranked,5
Sering lag,1
Bagus,5
Bagus,5
Oky tnks moonton,5
Game suka ngefrez pas war.. apalagi pas update.. game makin aneh sinyalnya tiba2 ping terus,1
Makin mantaplah👍👍👍,5
mntap,4
"Buat tim afk atau yg gk berniat bermain tolong lah monton untuk sangsi yg setimpal masak cuma kehilangan poin aja kasihan yg bener bener serius main tp dapet tim afk atau yg gk serius,,chest nya di kasih yg lebih dong .. good game.",4
"Tolong kalo ngasih tim tuh yang benerr lah monton ini mah di satuin ma player""mawi yang gak ngerti draft bikin losetrek lama kelamaan males maen game begini kalo tim nya begituu mulu",1
Ok,5
Game nomer 1 di play store menurut saya Masalah bug sudah teratasi dengan baik jadi main lebih enak sekarang terima kasih bapak moonton,5
Mantap seru,5
Terlalu cemen,5
Sangat puas,5
Sangat bagus,5
GAME GOBLOG,2
Jainul,5
Gak jeles,1
Game haram !,1
Oke,5
"Sering main malah sering kena dark system,boot,kurang seru",1
mantap poko nya mh,5
Game rusak,1
Nice,5
Bagus,5
Jelek kali game burik kyk anjinggg,1
WOI MONTON LU KALO BUAT GEME YG BENAR NAPA LU KALO KASIH TIM TU YG ADI TOLOL MASAK MUSH JAGO TIM GUE BOT TOLOL BIKIN GEME YG BENAR DIKIT GEME TOLOL,1
Game Kesukaan saya nih🥴,5
Sangat bagus,5
Selalu dapat team afk dan team tidak jelas,3
Ml dapet tim beban Mulu gua,5
Menarik,5
Nice game,5
Sengaja bed di ngelegkin,1
Mantap,5
Sukak becanda monton,3
"Untuk login aja membutuhkan waktu 8 - 10 menit. Minta code verifikasi ga masuk"".",3
Perbaiki sinyalnya,5
game nya rusakkm anjggg dah ngsih tim tololl mulu lu punya dendamm apaa ama gww anjgggggg😡😡😡😡,1
"Sering kembali ke menu awal setiap memulai permainan, padahal jaringan 4g ga ada masalah",5
Godd,5
game rusak masak gw keluar sendiri dr drak pick tu login malah diloby. gk bisa juga tekan main rank? rusak kh,1
Percuma dikritik oleh player tentang jaringan dan tim yang ga seimbang tapi sampai sekarang belum diselesaikan.,1
Oke good,5
Gamenya bagus,5
Rasanya mantap,5
Sistem permainan yg tidak seimbang baru win 3 kali kalah 7 kali tim tolol semua musuh ngeri semua,1
Kerenn,5
Gamee rodok buriq tapi apik,3
Good,5
Permainan sangat bagus,5
ok,5
Per baiki lah dark sistem,1
Kenapa setiap main majic ces selalu leg,2
Game babi babiii,4
good,5
Game rusak..dari legend 2 turun terus ke EPIC 1. Dapat team gak seimbang terus... selalu dapat team bot .. uninstall game rusak ini,1
nice,4
Why are you delay my jhonson legend skin 😡,5
Nice game,5
Gudd,5
Seru,4
godd game.!!!!!,4
Ok,5
Mantap,5
Bagus,5
The best game,5
Karena saya megasih bintang 5 karena saya suka ❤,5
GEM TOLOL AALI LOSTREK TERUS,1
"game nya bagus dan seru sekali,",5
Jos,5
dear pemilik mobilegend ya tolong lah bantu. masa aku ngetik kata2 yang wajar tiba2 d mute 1 minggu mana d kasih match sama tim yang ngk ngerti line nya sendiri. percuma kau buat peraturan kata2 kasar tapi ngk bisa pilah kata2 yang masih wajar,1
Game Rusak Game terburuk di dunia.,1
Jlk bgt game nya,1
Sangat menghibur,5
Good,5
Kalo bs harga daimon diturunkan.. Dan bisa dpat hadia daimon,5
Aku haram do hp ram 3 masi bisa,5
terima kasih,5
apgeret nya gak jelas bukan nambah bagus malah nambah jelek,1
Bagus tambah keren,5
Niat banget bikin lose streak tiap dh win streak jaringannya di buat lag parah padahal main game lain aman² aja,1
Game nya bagus,5
Mantap,5
Seru,5
Moonton montood,2
"Moonton dark sistem taiii, masa 10 macth isinya orang troll semua,?? Benerin lah sever , cape anjg loss mulu",5
Min kasih ws lah cape gua los strek mulu kalo ws mulu gua kasih bintang 5,3
Bagus,5
Nice,5
Mantul Semakin keren,5
Nice game,5
"Gua baru kali gua bug di ml sampek gak bisa main rank ,setiap petengahan main tiba"" sinyal ilang login gak bisa padahal koneksi baguss ,ampek gak bisa main rank skor kredit gua 71 ,gua udah cht customer servisnya ,, dan di ig ml.gua udah cht,, tolong untuk keseimbangan kestabilan koneksi saat bermain di tingkatkan lagi ,,",4
"Capelah, cookkk",1
"game catat, bisa pulak ngelek baru 2x menang jaringan nya bisa pulak lelet",1
Nice,5
Sinyal bagus main lag,2
sangat tidak bermanfaat game merusak moral,1
"yang kasih star 5 emang anjinx... Game sampah... Masa ketemu tem yg bot Mulu... Emang gini banget ya, kalah sama game sebelah... Andai ada rating selain 1 mungkin udah kasih -100 star... Kenapa gak suka dgn ulasannya, sama gw juga gak suka sama game sampah.. apa lo",1
Good,1
Ok,5
Udh muak dpt tim egois,1
Bagus,5
Geme ya sih bangus tapi ngotak dikit lah klo kasih tim tolol amat luh monton,1
Ngasih tim yg bener dikit napa,5
Game asu gw klh trus mau maytic malah kalah sampai legends 3 ini game nggak rekomendasi bener jangan download game ini,1
"Pd intinya moonton ajg knp gw selalu d beri tim kek gk punya otak muluu rata"" klu main match ya dikit"" mulu bru ketemu musuhnya yg jago minta ampun jujur stress maim ml lama""",1
𝙳𝚊𝚙𝚊𝚝 𝚝𝚒𝚖 𝚔𝚎𝚔𝚎 𝚔𝚘𝚝𝚘𝚕 𝚕𝚞 𝚔𝚊𝚕𝚘𝚔 𝚋𝚞𝚊𝚝 𝚐𝚎𝚖 𝚝𝚞 𝚢𝚊𝚗𝚐 𝚋𝚎𝚗𝚎𝚛 𝚖𝚊𝚜𝚊𝚔 𝚕𝚎𝚐𝚎𝚗𝚍 𝟸 𝚍𝚒 𝚔𝚊𝚜𝚒𝚑 𝚖𝚞𝚜𝚞𝚑 𝚖𝚢𝚝𝚒𝚔 𝚝𝚊𝚒 𝚕𝚘,1
Suka suka aja sama game nya,5
Musuh di lawan gak sesuai level saya,2
Ok,5
"Game kebanyakan dark system,bug,download gak pernah selesai"" padahal diawal udah download full,hadeh kacau game terkenal didunia tapi banyak masalah",1
"Dasar game aneh Setiap hari lag setiap main, Tiap Minggu update , Makin ga beres ni loe monton",1
Lumayan,4
Good,5
"Kembalikan ML yg dlu moonton 😭😭 gk enak bangettt,, gk nyaman bagi saya player ML makin hari makin besar aja update nya😭 dan mana padahal sinyal udh bagus-bagus kok malah lag lag astagfirullah😭 padahal pengennya ini balik lagi ke ML malah bikin tambah gk mood main'(",1
Ok,2
Player yang afk mohol lebih di beratkan lagi hukumannya😊 karna kalo solo rank jdi kalah mul,5
Ok,5
Oke,5
Mantap gaming,5
Game ya bagus banget Sampek hp gak kuat lagi main,5
keren,5
"ralat. lawan ga seimbang. yg lebih parah lagi ping drop pas war. update yg harusnya makin bagus, ini kok makin parah. tolong segera di perbaiki. gak fear.",1
mantap,5
Omaga,5
Game the best,5
"Gw los trus ngntodd munton,ksi lawan ga seimbang ajggg",1
biasa nya sering nge lag,5
AKU BILEK,5
Game nya bagus,5
"match sudah 5000 lebih tpi kenapa ketemu tim match ratusan terus, sistemnya dibenerin lah,, makin gk laku game ini,,, serasa mau meledak setim sama para beban satu lagi,, buat player sumatra, kenapa kalian tolol sekaliiii,,,, moonton, aq di brunei tpi kenapa server ketemu sumtra terus, masih mending myanmar mainnya",1
Sangat menyenangkan,5
Dark sistem,1
Mantap,5
Mantap,5
Mantap monton,5
Mantap,5
Nice,5
Matchmaking tidak adil. sering mendapat tim yang tidak rasional. ranked terlalu mengecewakan skill pemain tidak sesuai standar. Solo duo trio dapat tim yang tidak relevan. Sering framedrop dalam game. Tolonglah perbaiki,1
Game ini sangat menghibur,5
Udah 6 taun gak kerasa nih maen game,5
Terlalu,1
Efhehkn Ttytteety,5
Niceeeeeeee,5
Ok,5
Menyenangkan,5
Okeh,2
Kereenn,5
Sangat puas,5
Hiburan disaat kosong,5
Semoga MLBB terus berkembang dan menjadi game yang terbaik,5
Good game,4
Aku di kasih team nya yang enggak seimbang sama sekali masa aku dari star 15 lost sampe star 2 sama buka chat wolrd sering nge frame,1
Mantapssss,5
Woi monton asal ngasih tim itu yg bener a!jing,1
Lagu( 515) 2118 Tolong d update,5
Seruuuuuuuu drpda maen slot,5
"Terlalu banyak upgrade, pengaruh ke handphone jadi ngelag..",2
MONTOD BINATANG,1
Bagus,5
Wah moonton ini gimana gw baru epic 5 dikasih lawan legeng,3
Mantap,5
Dark sistem sangat luar biasa game babi selalu dapet temen yg match nya pada sdikit tolong lah moontonn benerin lah sistem dark nya,1
"knp ngelag ya,pdhal dlm lobby g lag pas in game malh lag",1
Moonton tolong bikin hero dari karakter naruto semua🥺,4
Tolong perbaiki dark system nya ... Nyesel gue tiap bulan beli starlight kalo naik ke honor aja susahnya minta ampun ... Nyari 1 bintang aja susah bner ... Kalo ga mm hyper nya ngaco,1
ngeleg ga karuan sinyal merah ijo terus padahal bar full,3
ML ak gk bisa dibuka,5
Seru,5
Game seru dan menyenangkan,5
Keren,5
mantap,5
Bagus,5
sangatt bagussss,5
Sngat bagus 👍,5
Nice,5
Benar benar mengecewakan,1
sangat baik sekali,5
Mantap,5
Seru,5
Biasa aja,5
good,5
Hello moonton. Please fix this game. There is so many hacker in this game. My brother's account got hacked. And mine too. Please fix that. Its not okay. It makes us uncomfortably.,4
Mohon signal dan Pugh di benerin,4
Sinyal,5
Sangat luar biasa gess,5
Tidak bisa mendownlod padahal udah ish hambur in kuota ajah,1
Ml tlol game goa epic abadi susah abadi gw di mute Mulu mmk kalo GK bisa bikin game ya GK usah,1
🤘🤘🤘🤘,5
Bgus,5
Game gaje,5
Good game,5
Mantap,5
"Kalau ngasih ""TEAM"" yang bener tolol gw losestreak mulu T41 game gak jelas",1
Lawak,3
Game nya bagus tapi ada kekurangan seperti dari sistem dan bug hero dan kami memohon untuk cepat update lagi karna saya sangat suka dengan gamenya aku kasih bintang 5,5
Game Sampah tiga kali ke mitic gagal gara gara ada teman N00B,1
Mobile legends ini memang bagus 👍👍👍,4
"Kebanyakan boot, sistem moonton gak jelas, banyak anak usia dini diloloskan untuk main",5
Sangar suka game ini kerennn,5
Gw udh kesel sama luu😡😡 Lain kli klo ngasi tim yg jelasss dong moontonn Gw males lost treak cokkk anjjjjj,1
okeee,5
Kasih tim ngotak dikit lose trek mau elu apa lama lama aku hapus ml,2
"Kebanyakan bug padahal sinyal bagus pas main pingnya merah, pas di matchking ga adil selalu dikasih tim yang buruk sedangkan lawan jauh lebih baik, tolong diperbaiki lagi kedepanya",1
Saya suka,5
Baru main oke lah,5
Bisa seru seruan bareng teman,5
Aplikasi terkeren di dunia,5
Sangat menghibur,5
Hyai,5
Game tai,1
Bagus,4
sangat bagus,5
Ok,5
Event skin nya jelek jelek,4
Nice,5
Mas muntun aku beli Hiro tapi tidak muncul saya beli2 Hero tapi tidak masuk saya keluar kembali lagi masih tidak muncul,1
nice,5
"Moonton anj game kalah Mulu lolod tim trol Mulu GK jelas bisa bikin game yang jelas GK ,hapus aja game ini burik",1
Good good,5
Game rusak. Di kasih tim ngetrol Mulu,1
Game Bapuk ... machtmaking Bapuk ..,1
Nice game,5
Ga sebagus yg lalu,2
Lebih suka tampilan lobi yg dulu tampilan lobi yg sekarang membuat hp saya ngefrem,1
Coba ada hero yang baru mulai udah level 4 dan harganya yang sangat mahal,5
"Ayo semua kasih bintang 1 biar cepat tutup ini game,, sama aja pemainya sudah both semua udah gak layak ayo smua bareng2 kasih bintang 1 yg sering dibikin kalah,, biar sepi dan ditingal rame2",1
Kerennnn,5
"Aplikasi yang kaga pernah adil, slalu dapat tim beban, sedangkan musuh jago-jago. Tolong diperhatikan lagi sistem pemilihan tim nya",1
Good kalau bosen main ini aja,4
Masih banyak yang perlu di Tingkatkan tapi sampai saat ini sudah sangat Baik.,4
Sipp Seru,5
Monton emang baik ngasih tim Kaya kont*l,5
Mantapppp,5
Nice,5
Drak sistem babi,5
Mantap,1
Maaf saya ksih bntng 2 krna stiap msuk pertndingan 40% brhenti dan 86% kluar sinyal hilang. Tolong di perbaiki.,4
Good,5
Setiap bermain solo selalu di kasih dark sistem dengan level dibawah 20.Tolong pihak MOBA diperbaiki....,1
terima kasih,5
kill gold level gedean gw yang mvp malah publik random gmnsih,1
Ntap,5
"Kenapa saya tiba tiba ping nya merah, padahal jaringan bagus, saya jadi afk dan di ban, ini sangat merugikan saya sebagai player, dan tidak hanya terjadi sekali, tapi berkali kali kali, mohon di perbaiki bagi pikah monton.",5
Sangat puas,5
seru banget,5
ntaos,5
moga lancar dan tambah upe upe hero nya,5
Nice,5
Keren,5
Good,4
Lumayan,5
Bagus,5
okeh,5
bagus sekali,5
Game nya cocok untuk dimain kan,5
Gem mantap,5
Jos,5
montoon gak jelas,1
Mantap,5
update trus nih game..taii,5
Good,5
Mntap,5
bagus,5
Game ini memang seru tapi sering bikin aku emosi sampai mau hancur HP jadi Game ini harus mengalah sama Freefire karena Game ini bikin emosi banget,1
Keren,5
Mantappo,5
tolong sinyal bagus tapi masih lag solisinya,5
"Pemula, udh beberapa ratus kali main, rank ga naik2, biar adil lah kita main pk kuota pake tenaga,dapat bintang susah giliran turun seasons enak bngt bintang sampe ilang 12.",1
terlalu bnyak dark sistem,3
Saya kasi bintang 3 aja dulu karena Hero favorit saya jadi buruk karena apdet,3
Sinyal,5
Permainan paling leagend ini doang,5
Game nya seru banget,5
"Agak kecewa sama mlbb tolong di catat yah ""GAK ADA PLAYER YG BARU MAININ GAME ITU BISA LANGSUNG JAGO YAH"" jadi jangan se enaknya aja buat ngurangin skor kredit player hanya karna gak bisa main.....dengan catatan melakukan feed yg di sengaja !!! Tolong sistem kamu itu di benerin lagi biar para player yg baru main baru belajar bisa terus belajar dengan game yg sistemnya baik",1
gamenya bagus,4
Makin di update makin jelek dari sistem matching yang buruk dikasih tim yg ampas sedangkan musuh jago mohon perbaiki sistem mactingnya🙏,1
Bagus,5
Niceee,5
Kaga jelas setiap hari gw di kasih tim GK bner otak GK di pake GK tau apa2 asal pick Ama maen pusing kalah mlu kapan mitik gw hadeh,1
Kereennnnnm,5
Gem ini sangat bagus,5
Okee,5
Montoon puas kau turunin pangkat ku dari epic 2 ke epic 5 tanpa ada menang puas belum montoon capek loh montoon aku yg biasanya bisa naik 2/3 bintang ini sekarang naik satu bintang aja rumit harus kalah 3 kali baru menang itu pun sekali terus kalah lagi . Tolong lah naik kan lagi pangkat ku mohon lah pliss kalau gk aku main ff lagi bosen kayak gini sampai ws ku dari 45.00 persen sekarang 40.00 persen. Pliss balas montoon,1
Bagus banget dari pada ff,5
Mantap,5
Good game,1
Tolong la untuk sistem math macingnya di perbaiki masak rank honor ketemu tim legend trus musuhnya glory semua pula,1
Ok,5
Lumayan memuaskan,4
Aannjjaayyy hahahah Aku sayang kamu:v,5
Seruu dehh,5
Lumayan,5
Update terus download data terus tiap hari padahal udah kelar smpe 4gb tpi kok kehapus otomatis dan download data setiap hari gak ada habis² nya,1
Makin lama makin ngaco ukuran mlbb,5
Bagus banget,5
Knpa tiap war pasti lag lag dan lag tapi pas ga ada musuh lancar haaahhh !!!!!,3
"Main duo, main trio, main solo. Sama aja dapat player beban tim, dark sistem moonton ngga tidur, memang benar adanya. Bisa bikin stres nih game. Udah gitu playernya sampai mytich akun joki, giliran sendiri yang main kaya bot. Udah ngga bener.",1
Keren,5
Enak iy DC setiap game baru main DC nyampe kredit score kurang tapi menang bintang ga naik+gw lose treak Mulu ngasi team ga bener,1
Mantap timnya jago jago,5
Woyyyyy moonton benerin dong game nyah capek tau lose strek Mulu kopl capekkk turun naek nurun naek Mulu capek woyyy stres gw,3
